order,source,status,country_code,state_code,county_code,code,NAME_0,NAME_1,NAME_2,NAME_3,NAME_4,loc,loc.correct,latitude.gazetteer,longitude.gazetteer
42984,gbif,114,,,,,Brazil,São Paulo,Itu,fazenda guariroba,,brazil_sao paulo_itu_fazenda guariroba,,-23.3069902,-47.28467953
42985,gbif_splink,113,,,,,Brazil,São Paulo,Botucatu,jardim palos verdes em frente aos condominios bela russia e bela turquia ( 55 ) | jardim palos verdes area verde em frente aos condominios bella russia e bella turquia ( 51 ) | jardim palos verdes em frente aos condominios bella russia e bella turquia ( 7 ),,brazil_sao paulo_botucatu_jardim palos verdes,,-22.90863282,-48.4335584
43496,gbif_reflora_splink,113,,,,,Brazil,São Paulo,Teodoro Sampaio,corrego agua sumida fazenda sao donato ( 41 ) | corrego agua sumida faz sao donato ( 3 ) | fazenda sao donato corrego agua sumida ( 3 ) | fazenda sao donato; corrego agua sumida ( 3 ) | brasil estado de sao paulo municipio de teodoro sampaio corrego agua sumida fazenda sao donato ( 2 ) | corrego agua sumida fazenda sao donato coletada no brejo em local ensolarado ( 2 ),,brazil_sao paulo_teodoro sampaio_fazenda sao donato,,-22.52833361,-52.16421301
43497,gbif_splink,113,,,,,Brazil,São Paulo,Ubatuba,polo regional de desenvolvimento tecnologico dos agronegocios de ubatuba antigo horto do iac trilha dos escravos ( 38 ) | polo regional de desenvolvimento tecnologico dos agronegocios de ubatuba antigo horto do iac trilha da bica ( 17 ) | polo regional de desenvolvimento tecnologico dos agronegocios de ubatuba antigo horto do iac proximo a sede ( 3 ) | polo regional de desenvolvimento tecnologico dos agronegocios de ubatuba antigo horto do iac trilha da bica proximo a rio ( 2 ) | polo regional de desenvolvimento tecnologico dos agronegocios de ubatuba antigo horto do iac ( 1 ) | polo regional de desenvolvimento tecnologico dos agronegocios de ubatuba antigo horto do iac proximo a sede area ajardinada ( 1 ),,brazil_sao paulo_ubatuba_polo regional desenvolvimento tecnologico agronegocios ubatuba,,-23.41383265,-45.10912458
42986,gbif_reflora_splink,113,,,,,Brazil,São Paulo,Valinhos,serra dos cocais ( 81 ) | serra dos cocais proximo ao observatorio da usp ( 20 ) | serra dos cocais imediacoes do observatorio abrahao de moraes ( 2 ) | serra dos cocais aolado da antiga pedreira de valinhos; propriedadede luzia oliveira ( 1 ) | serra dos cocais area ao lado da antiga pedreira de valinhos propriedade de luzia oliveira ( 1 ) | serra dos cocais imediacoes do observatorio de moraes ( 1 ),,brazil_sao paulo_valinhos_serra cocais,,-22.98704471,-46.96806749
43128,gbif_splink,112,,,,,Brazil,São Paulo,Angatuba,floresta de angatuba instituto florestal de sp ( 42 ) | floresta de angatuba instituto florestal de sao paulo ( 10 ) | floresta de angatuba ( 7 ) | floresta de angatuba instituto floresta ( 6 ) | floresta angatuba instituto florestal de sao paulo ( 4 ) | floresta angatuba instituto floresta de sao paulo ( 2 ),,brazil_sao paulo_angatuba_floresta angatuba,,-23.44407073,-48.42359616
43504,gbif_reflora_splink,112,,,,,Brazil,São Paulo,Cruzeiro,"fazenda boa vista ( 37 ) | faz boa vista ( 22 ) | fazenda boa vista mata de encosta pertubada ( 1 ) | fazenda boa vista s22°29'03"""" w54°01'37"""" 1100msm mata de encosta perturbada ( 1 )",,brazil_sao paulo_cruzeiro_fazenda boa vista,,-22.48415274,-45.02720044
42987,gbif_splink,112,,,,,Brazil,São Paulo,Cruzeiro,serra dos marins trilha para o pico dos marins a partir do acampamento base ( 85 ) | serra dos marins trilha para o pico dos marins a partir de acampamento base ( 16 ) | serra dos marins trilha para o pico dos marins a partir acampamento base ( 7 ) | serra dos marins trilha para o pico dos marins a partir do acampamento base coord -22508611 -45147778 ( 2 ) | serra dos marins trilha para o pico dos mains a partir do acampamento base ( 1 ) | serra dos marins trilha para o pico dos marins a partir do acampamento base interior de mata ombrofila altitude: 1580m ( 1 ),,brazil_sao paulo_cruzeiro_serra marins,,-22.47775282,-45.13559821
43505,gbif_splink,112,,,,,Brazil,São Paulo,Cunha,sitio vivenda das meninas ( 40 ) | sitio vivenda das meninas ao lado do pesm ( 7 ) | sitio vivenda das meninas proximo ao pesm ( 7 ) | sitio vivenda das meninas ao lado do pesm-nucleo cunha ( 3 ) | sitio vivenda das meninas proximo a residencia do caseiro ( 3 ) | sitio vivenda das meninas ao lado do pesm-nucleo cunha proximo a trilha de queixada interior de floresta ( 1 ),,brazil_sao paulo_cunha_sitio vivenda meninas,,-23.20116665,-45.0048331
42988,gbif,112,,,,,Brazil,São Paulo,Itapecerica da Serra,lote 5 rodoanel mario covas trecho sul,,brazil_sao paulo_itapecerica serra_lote 5 rodoanel mario covas,,-23.7357776,-46.85819927
42989,gbif_reflora_splink,112,,,,,Brazil,São Paulo,Itararé,fazenda do iac ( 52 ) | fazenda do iac proximo ao rio verde ( 36 ) | fazenda do iac campo umido dominado por baccharis trimera ( 3 ) | fazenda do iac campo do saco ( 2 ) | fazenda do iac proximo do rio verde ( 2 ) | fazenda iac ( 2 ),,brazil_sao paulo_itarare_fazenda iac,,-24.08545078,-49.30736297
42990,gbif_reflora_splink,112,,,,,Brazil,São Paulo,Itararé,fazenda santa maria do espinho e saco grande ( 75 ) | 21km de itarare para bom sucesso de itarare fazenda santa maria do espinho e saco grande campo natural com perturbacao antropica ( 14 ) | fazenda santa maria do espinho e saco grande campo mata riparia ( 8 ) | brasil sao paulo itarare fazenda santa maria do espinho e saco grande ( 2 ) | fazenda santa maria do espinho e saco grande beira de riacho ( 2 ) | fazenda santa maria do espinho e saco grande coordenada calculada folha cartografica: sg-22-x-b ( 2 ),,brazil_sao paulo_itarare_fazenda santa maria espinho e saco grande,,-24.11955908,-49.29723937
43506,gbif,112,,,,,Brazil,São Paulo,mogi gua u ( 2 ),flora of brazil sao paulo state estacao biologica alto da serra ( 24 ) | flora of brazil sao paulo state estacao biologica campo grande ( 12 ) | flora of brazil sao paulo state estacao biologica alto de serra ( 4 ) | flora of brazil sao paulo state cidade jardim vicinity of sao paulo ( 3 ) | flora of brazil sao paulo state campo estacao biologica campo grande ( 2 ) | flora of brazil sao paulo state estaaeao biologica alto da serra ( 2 ),,brazil_sao paulo_flora of brazil,,,
43221,gbif_splink,112,,,,,Brazil,São Paulo,Paraguaçu Paulista,municipio de paraguacu paulista: 6 km north of city of paraguacu paulista at forest station ( 6 ) | municipio de paraguacu paulista: 6 km north of city of paraguacu paulista at state forest station at edge of marsh south of houses ( 4 ) | municipio de paraguacu paulista: fazenda sao jose 1 km west of rio sao mateus & a few km north of main assiz-pres prudente highway at km 484 ( 4 ) | mpio de paraguacu paulista: 6 km n of city of paraguacu paulista forest station ( 3 ) | mun de paraguacu paulista: 6 km north of city of paraguacu paulistaat forest station ( 3 ) | municipio de paraguacu paulista: 6 km north of city of paragua paulista base of slope at edge of a marsh mosit dark brown silt with humus ( 3 ),,brazil_sao paulo_municipio paraguacu paulista,,-22.41066657,-50.61929681
43503,gbif_splink,112,,,,,Brazil,São Paulo,Rio Claro ( 2 ) | Angatuba ( 1 ) | Barretos ( 1 ) | Campinas ( 1 ) | Itu ( 1 ) | Santo André ( 1 ),campo estacao biologica campo grande ( 48 ) | campo estacio biologica campo grande ( 4 ) | campo beira da estrada ( 1 ) | campo beira da estrada de ferro em area pura ( 1 ) | campo cambucy sao paulo estado de sao paulo ( 1 ) | campo campos do jordao serra mantiqueira ( 1 ),,brazil_sao paulo_campo,,,
43132,gbif_splink,112,,,,,Brazil,São Paulo,São Paulo ( 16 ) | São Miguel Arcanjo ( 11 ) | Teodoro Sampaio ( 11 ) | Campos do Jordão ( 9 ) | Cunha ( 8 ) | Eldorado ( 5 ),pq nat mun fazenda do carmo ( 10 ) | pq estadual ( 6 ) | pq estadual morro do diabo ( 5 ) | pq estadual de carlos botelho ( 4 ) | pq e c botelho em regiao preservada da trilha do mirante ( 3 ) | pq;estadual(horto florestal) ( 3 ),,brazil_sao paulo_pq,,-23.50992439,-46.68757696
42776,gbif_jabot_reflora_splink,112,,,,,Brazil,São Paulo,São Pedro,cachoeira da peroba ( 173 ) | cachoeira da peroba floresta ombrofila semidecidua de encosta que recobre a frente de um trecho de cuesta basaltica ( 5 ) | cachoeira da peroba floresta mesofila semidecidua de encosta que recobre a frente de um trecho de cuesta basaltica ( 4 ) | cachoeira da peroba&nf;22º 32' 15''s&nf;47º 56' 20'' wg ( 3 ) | cachoeira da peroba floresta mesofila semidecidua de encosta ( 2 ) | cachoeira da peroba floresta mesofila semidecidua de encosta que recobre a frente de um trecho de cuesta basaltica no rio entre a primeira e segunda cachoeira ( 2 ),NA,brazil_sao paulo_sao pedro_cachoeira peroba,,-22.53542508,-47.93147381
42991,gbif_reflora_splink,112,,,,,Brazil,São Paulo,Sumaré,horto florestal ( 101 ) | horto florestal - fepasa ( 4 ) | horto florestal fepasa ( 3 ) | horto florestal a beira de caminho entre os eucaliptos ( 1 ) | horto florestal bosque eucalyptus ( 1 ) | horto florestal folha: sf-23-y-a coordenada calculada ( 1 ),,brazil_sao paulo_sumare_horto florestal,,-22.84073764,-47.26459521
43501,gbif_splink,112,,,,,Brazil,São Paulo,Teodoro Sampaio,parque estadual morro do diabo estrada do estreito ( 30 ) | parque estadual do morro do diabo estrada do estreito ( 13 ) | parque estadual do morro do diabo estrada do estreito mata degradada ( 2 ) | parque estadual do morro do diabo estrada do estreito mata seca degradada presenca dde mandacarus ( 2 ) | parque estadual do morro do diabo estrada do estreito mata seca degradada presenca de manducarus ( 2 ) | parque estadual morro do diabo estrada do estreito mata seca degradada presenca de mandacarus ( 2 ),,"brazil_sao paulo_teodoro sampaio_parque estadual morro diabo, estrada estreito",brazil_sao paulo_teodoro sampaio_pe morro diabo,-22.5293913,-52.1745819
42777,gbif_splink,112,,,,,Brazil,São Paulo,Tietê,estacao experimental do iac ( 130 ) | estacao experimental do iac regiao de matas ( 30 ) | estacao experimental do iac regiao de m ( 4 ) | estacao experimental do iac estacao experimental do iac regiao de matas ( 2 ) | estacao experimental do iac terreno ondulado soo arenoso mata mesofila semi-decidua com muitas terpadeiras e pouco estrato herbaceo ( 2 ) | estacao experimental do iac ee de tiete ( 1 ),NA,brazil_sao paulo_tiete_estacao experimental iac,,-23.10070895,-47.71165039
42992,gbif,111,,,,,Brazil,São Paulo,Cotia,morro grande reserva area c ( 14 ) | morro grande reserva area a ( 11 ) | morro grande reserva area b ( 9 ) | morro grande reserva ( 5 ) | morro grande reserva area ferrovia ( 2 ) | morro grande reserva area quilombo ( 2 ),,"brazil_sao paulo_cotia_morro grande, reserva",,-23.72685079,-46.97466665
43507,gbif_splink,111,,,,,Brazil,São Paulo,Ibiúna,morro agua dos vieiras proximo a represa da cachoeira da fumaca ( 28 ) | morro agua dos vieiras prox a represa da cachoeira da fumaca ( 27 ) | morro agua dos vieiras ( 2 ) | morro agua dos vieiras prox da cahoeira da fumaca ( 1 ) | morro agua dos vieiras proximo a represa da cachoeira da fumaca agua dos tamanduazinhos ( 1 ) | morro agua dos vieiras proximo a represa da cachoeira da fumaca encontrada em cima de troncos ( 1 ),,brazil_sao paulo_ibiuna_morro agua vieiras,,-23.65,-47.2200005
43508,gbif_splink,111,,,,,Brazil,São Paulo,Ibiúna,parque estadual de jurupara fazenda tucano ( 47 ) | parque estadual de jurupara fazenda tucano na mata proximo a um corrego ( 3 ) | parque estadual de jurupara fazenda tucano na mata ( 2 ) | parque estadual de jurupara fazenda tucano terreno degradado na orla da mata ( 2 ) | brasil sao paulo mun ibiuna parque estadual de jurupara fazenda tucano na orla da mata ( 1 ) | parque estadual de jurupara fazenda tucano interior da mata ( 1 ),,"brazil_sao paulo_ibiuna_parque estadual jurupara, fazenda tucano",,-23.65,-47.220001
43509,gbif_splink,111,,,,,Brazil,São Paulo,Iguape,estacao ecologica de chauas trilha de acesso pelo sitio do sr joao cacador no km 78 da rodovia pariquera-iguape ( 29 ) | estacao ecologica de chauas floresta ombrofila densa trilha de acesso pelo sitio do sr joao cacador no km 78 da rodovia pariquera-iguape no trecho com floresta de restinga apresentando fortes sinais de perturbacao antropica ( 6 ) | estacao ecologica de chauas trilha de acesso pelo sitio do sr joao cacador no km 78 da rodovia pariquera-iguape coordenada aproximada 24º47's-47º42'w ( 2 ) | estacao ecologica dos chauas trilha de acesso pelo sitio do sr joao cacador no km 78 da rodovia pariquera-iguape ( 2 ) | brasil estado de sao paulo municipio de iguape estacao ecologica de chauas trilha de acesso pelo sitio do sr joao cacador no km 78 da rodovia pariquera-iguape ( 1 ) | estacao ecologica de chauas floresta om trilha de acesso pelo sitio do sr joao cacador no km 78 da rodovia pariquera-iguape ( 1 ),,"brazil_sao paulo_iguape_estacao ecologica chauas, no km 78 rodovia pariquera iguape",,-24.78195503,-47.69869279
42993,gbif_jabot_splink,111,,,,,Brazil,São Paulo,São Paulo,nativa no jardim botanico e parque do estado ( 94 ) | sao paulo nativa no jardim botanico e parque do estado ( 3 ) | nativa no jardim botanico e parque do estado area 07 ( 2 ) | nativa no jardim botanico e parque do estado area 10 ( 2 ) | nativa no jardim botanico e parque do estado area 21 ( 2 ) | nativa no jardim botanico e parque do estado  ( 1 ),,brazil_sao paulo_sao paulo_nativa no jardim botanico e parque estado,,-23.63807575,-46.64642402
42994,gbif_splink,111,,,,,Brazil,São Paulo,São Paulo,parque nacional das fontes do ipiranga (pefi) ( 104 ) | parque nacional das fontes do ipiranga jardim botanico ( 4 ) | parque nacional das fontes do ipiranga ( 3 ),,brazil_sao paulo_sao paulo_parque nacional fontes ipiranga,,-23.54994751,-46.63162394
43075,gbif_splink,110,,,,,Brazil,São Paulo,Cunha,parque estadual da serra do mar estrada do rio bonito e paraibuna ( 94 ) | cunha parque estadual da serra do mar estrada do rio bonito e paraibuna ( 8 ) | parque estadual da serra do mar estrada rio bonito e paraibuna ( 5 ) | parque estadual da serra do mar estrada de rio bonito e paraibuna ( 2 ) | brasil sao paulo cunha parque estadual da serra do mar estrada do rio bonito e paraibuna ( 1 ),,brazil_sao paulo_cunha_parque estadual serra mar estrada rio bonito e paraibuna,,-23.07033846,-44.959976
43384,gbif_splink,110,,,,,Brazil,São Paulo,Itirapina,reserva do instituto florestal ( 61 ) | reserva do instituto florestal cerradao ( 2 ) | reserva do instituto florestal cerrado do pedregulho ( 2 ) | br - sao paulo reserva de instituto florestal ( 1 ) | reserva do instituto florestal - cerrado do pedregulho ( 1 ) | reserva do instituto florestal cerrado ( 1 ),,brazil_sao paulo_itirapina_reserva instituto florestal,,-22.25,-47.81715473
43511,gbif_splink,110,,,,,Brazil,São Paulo,Monteiro Lobato,estrada de panorama ao rio do peixe ( 24 ) | ouro verde estrada de panorama ao rio do peixe ( 10 ) | estrada de panorama ao rio do peixe floresta mesofila e riparia e area antropizada ( 5 ) | monteiro lobato e ouro verde estrada de panorama ao rio do peixe floresta mesofila e riparia e area antropizada ( 5 ) | e ouro verde estrada de panorama ao rio do peixe ( 3 ) | monteiro lobato e ouro verde estrada de panorama ao rio do peixe ( 3 ),,brazil_sao paulo_monteiro lobato_estrada panorama ao rio peixe,,-22.95591188,-45.83973529
43077,gbif_splink,110,,,,,Brazil,São Paulo,Sete Barras,parque estadual de carlos botelho estrada estadual sao miguel arcanjo-sete barras (sp139 km69) floresta ombrofila densa montana no entorno do rio bonito coleta em borda de mata ( 30 ) | parque estadual de carlos botelho nucleo sete barras estrada estadual sao miguel arcanjo-sete barras (sp139 km69) beira do rio bonito floresta ombrofila densa montana borda de mata no entorno do rio bonito ( 13 ) | parque estadual de carlos botelho estrada estadual sao miguel arcanjo-sete barras (sp139 km69) beira do rio bonito floresta ombrofila densa montana ribeirinha ( 11 ) | parque estadual de carlos botelho nucleo sete barras estrada estadual sao miguel arcanjo-sete barras (sp139 km69)  beira do rio bonito floresta ombrofila densa montana borda de mata no entorno do rio bonito ( 7 ) | parque estadual de carlos botelho nucleo sete barras estrada estadual sao miguel arcanjo-sete barras (sp139 km69) floresta ombrofila densa montana ribeirinha (rio bonito) ( 6 ) | parque estadual de carlos botelho estrada estadual sao miguel arcanjo-sete barras (sp139 km 69) ( 4 ),,"brazil_sao paulo_sete barras_parque estadual carlos botelho, estrada estadual sao miguel arcanjo sete barras",brazil_sao paulo_sete barras_pe carlos botelho,-24.15257184,-47.99163918
43078,gbif_splink,110,,,,,Brazil,São Paulo,Teodoro Sampaio,parque estadual morro do diabo estrada do 7000 ( 36 ) | parque estadual do morro do diabo estrada do 7000 na margem do caminho ( 14 ) | parque estadual do morro do diabo estrada do 7000 ( 9 ) | parque estadual morro do diabo estrada do 7000 na margem do caminho ( 9 ) | parque estadual do morro do diabo estrada do 7000 ao longo do caminho ( 8 ) | parque estadual morro do diabo estrada do 7000 ao longo do caminho ( 4 ),,"brazil_sao paulo_teodoro sampaio_parque estadual morro diabo, estrada 7000",brazil_sao paulo_teodoro sampaio_pe morro diabo,-22.52947036,-52.17174245
42996,gbif_splink,109,,,,,Brazil,São Paulo,Apiaí,estrada do pinhalzinho/11 km de bom sucesso floresta ombrofila mista/floresta de araucaria ( 29 ) | estrada do pinhalzinho 11 km de bom sucesso de itarare ( 18 ) | estrada pinhalzinho/apiai 11 km b sucesso de ita apiai 11 km b sucesso de itarare ( 15 ) | estrada do pinhalzinho/11km de bom sucesso floresta ombrofila mista/floresta de araucaria ( 4 ) | estrada do pinhalzinho / 11 km de bom su ( 3 ) | estrada pinhalzinho/apiai-11km de b sucesso de it 11km de b sucesso de itarare apiai ( 3 ),,brazil_sao paulo_apiai_estrada pinhalzinho,,-24.34944624,-48.97481947
43079,gbif_splink,109,,,,,Brazil,São Paulo,Cruzeiro,estrada da fazenda boa vista ( 65 ) | estrada da faz boa vista ( 35 ) | estrada da fazenda boa vista floresta em grota ( 4 ) | cruzeiro estrada da faz boa vista ( 1 ) | estrada da faz boa vista floresta em grota ( 1 ) | estrada da fazenda boa vista 22º 29' 10''s ; 45º 01' 55'' w&nf;alt: 1000m ( 1 ),,brazil_sao paulo_cruzeiro_estrada fazenda boa vista,,-22.4841141,-45.03289901
43081,gbif_splink,109,,,,,Brazil,São Paulo,Nova Independência,parque estadual do aguapei,,brazil_sao paulo_nova independencia_parque estadual aguapei,,-21.204217,-51.49217175
42997,gbif_splink,109,,,,,Brazil,São Paulo,São Paulo,nativa do jardim botanico ( 104 ) | nativa do jardim botanico  ( 1 ) | nativa do jardim botanico (herb sp n° 41/27) ( 1 ) | nativa do jardim botanico 1º seccao botanica e agronomia do instituto biologico de defesa agricola e animal ( 1 ) | nativa do jardim botanico sao paulo sao paulo sudeste brasil america do sul ( 1 ) | nativa jardim botanico ( 1 ),,brazil_sao paulo_sao paulo_nativa jardim botanico,,-23.63467276,-46.64890342
43514,gbif_splink,109,,,,,Brazil,São Paulo,São Paulo,parque siqueira campos ( 49 ) | parque de siqueira campos ( 4 ) | sao paulo avenida paulista parque siqueira campos ( 3 ) | avenida paulista parque siqueira campos ( 2 ) | parque siqueira campos avenida paulista - capital ( 1 ) | parque siqueira campos on avenida paulista a few ( 1 ),,brazil_sao paulo_sao paulo_parque siqueira campos,,-23.54277703,-46.63115413
43515,gbif_splink,109,,,,,Brazil,São Paulo,,serra da bocina near to sao jose da barrareiro toward park of campos do bocina 23 km from sao jose ( 24 ) | serra da bocina near to sao jose da barrareiro toward park of campos do bocina about 12 to 13 km from sao jose ( 8 ) | serra da bocina near to sao jose da barrareiro toward park of campos do bocina ( 6 ) | serra da bocina near to sao jose da barrareiro toward park of campos do bocina 13 km from sao jose vine-like plant ( 4 ) | serra da bocina near to sao jose da barrareiro toward park of campos do bocina 24 km from sao jose ( 4 ) | serra da bocina near to sao jose da barrareiro toward park of campos do bocina about 13 km from sao jose da barrareiro ( 4 ),,brazil_sao paulo_serra bocina,,,
43518,gbif_splink,108,,,,,Brazil,São Paulo,Bauru,reserva legal do campus da unesp ( 51 ) | reserva legal campus da unesp ( 9 ),,brazil_sao paulo_bauru_reserva legal campus unesp,,-22.32977365,-49.02327733
42998,gbif_splink,108,,,,,Brazil,São Paulo,Campinas,reserva florestal santa genebra ( 24 ) | barao de geraldo reserva florestal santa genebra ( 20 ) | reserva florestal de santa genebra ( 19 ) | reserva florestal de santa genebra barao geraldo ( 10 ) | reserva florestal santa genebra barao geraldo ( 7 ) | barao geraldo reserva florestal santa genebra ( 4 ),,brazil_sao paulo_campinas_reserva florestal santa genebra,,-22.85864395,-47.1027002
43521,gbif_reflora_splink,108,,,,,Brazil,São Paulo,Caraguatatuba,reserva florestal ( 43 ) | reserva florestal na encosta da serra do mar ( 6 ) | reserva florestal a 5 km do rio santo antonio perto do rio do ouro ( 2 ) | reserva florestal a 5km do rio santo antonio perto do rio da mantegueira e rio do ouro ( 2 ) | reserva florestal na mata virgem ( 2 ) | 3 1/2km nnw of caraguatatuba reserva florestal base of serra do mar ( 1 ),,brazil_sao paulo_caraguatatuba_reserva florestal,,-23.62069512,-45.4139037
43109,gbif_splink,108,,,,,Brazil,São Paulo,Colômbia ( 96 ),laranjeiras fazenda perdizes ( 39 ) | laranjeiras faz perdizes ( 37 ) | laranjeiras - fazenda perdizes ( 7 ) | laranjeiras faz perdizes brejo com solo bem arenoso e em alguns partes com coloracao quase branca ( 2 ) | laranjeiras faz perdizes mata seca que foi cortada e depois em processo de regeneracao ( 2 ) | laranjeiras fazenda perdizes brejo com solo arenoso claro parece caulim ( 2 ),,brazil_sao paulo_laranjeiras,,-20.18390256,-48.68880919
42752,splink,108,,,,,Brazil,São Paulo,Mairiporã,mato dentro (serra da cantareira) ( 95 ) | mato dentro (serra da cantareira) serra da cantareira ( 13 ),NA,brazil_sao paulo_mato dentro,,-23.309999,-46.580002
42762,gbif_jabot_splink,108,,,,,Brazil,São Paulo,Pariquera-Açu,estrada para cananeia ( 155 ) | estrada para cananeia vegetacao: transicao restinga de encosta ( 19 ) | estrada para cananeia transicao restinga de encosta ( 8 ) | pariquera-acu estrada para cananeia ( 6 ) | estrada para cananeia vegetacao: transicao restinga-mata de encosta ( 5 ) | estrada para cananeia vegetacao transicao restinga mata de encosta ( 4 ),NA,brazil_sao paulo_pariquera acu_estrada para cananeia,,-24.87261896,-47.85393876
42999,gbif_splink,108,,,,,Brazil,São Paulo,São Sebastião ( 106 ) | Pariquera-Açu ( 1 ) | s o sebasti o ( 1 ),praia barra do una boraceia estrada de acesso da fazenda aguas do bento ( 22 ) | praia barra da una / boraceia estrada de acesso da fazenda aguas do bento floresta de restinga planicie fluvio marinha formacao cananeia borda paralela a estrada ( 11 ) | praia barra do una boraceia estrada de acesso da fazenda aguas do bento floresta de restinga ( 6 ) | praia barra do una/boraceia estrada de acesso da fazenda aguas do bento ( 6 ) | praia barra da una / boraceia estrada de acesso da fazenda aguas do bento 30 msm floresta de restinga planicie fluvio marinha formacao cananeia borda paralela a estrada ( 5 ) | praia barra do una/boraceia estrada de acesso da fazenda aguas do bento interior de floresta de restinga ( 5 ),,brazil_sao paulo_praia barra una,,-23.74155005,-45.71833655
42778,gbif_jabot_splink,108,,,,,Brazil,São Paulo,Tietê,iac estacao experimental ( 196 ) | iac estacao experimental fragmento proximo a sede e ao canal de escoamento da antiga represa ( 27 ) | iac estacao experimental de tiete ( 3 ) | iac estacao experimental fragamento proximo a sede e ao canal de escoamento da antiga represa ( 2 ) | iac estacao experimental proximo ao rio ( 2 ),NA,brazil_sao paulo_tiete_iac,,-23.10250908,-47.7188886
43091,gbif_reflora_splink,108,,,,,Brazil,São Paulo,,serra do japi ( 69 ) | serra do japi jundiai ( 6 ) | serra do japi paradise about 45km from campinas sp ( 3 ) | serra do japi ca 10km sw de jundiai ( 2 ) | serra do japi ca de 10 km sw de jundiai ( 2 ) | serra do japi jundai ( 2 ),,brazil_sao paulo_serra japi_serra japi,,,
43133,reflora,108,,,,,Brazil,,mun? ( 5 ) | sehor bonfim/ jaguararari ( 1 ) | senhor bonfim/ jaguararari ( 1 ),serra jacobina ( 68 ) | serra de jacobina ( 6 ) | serra de jacobina west of estiva ca 12 km n of senhor do bonfim on the ba 130 highway to juazeiro ( 5 ) | serra jacobina bahia ( 5 ) | serra de jacobina w of estiva ca 12 km n of senhor do bonfim on the ba 130 to juazeiro ( 3 ) | serra da jacobina ( 2 ),,brazil_NA_NA_serra jacobina,,,
43000,gbif,107,,,,,Brazil,São Paulo,Apiaí ( 2 ) | São José dos Campos ( 1 ),province sao paulo sudeste brasil america do sul ( 64 ) | bresil-province de saint-paul sao paulo sudeste brasil america do sul ( 6 ) | bresil- province de saint-paul sao paulo sudeste brasil america do sul ( 4 ) | prov s paulo sao paulo sudeste brasil america do sul ( 4 ) | province  sao paulo sudeste brasil america do sul ( 4 ) | bresil prov de sao paulo apiahy apiai sao paulo sudeste brasil america do sul ( 2 ),,brazil_sao paulo_america sul,,-22.33516507,-48.67183384
43082,gbif_splink,107,,,,,Brazil,São Paulo,Apiaí ( 83 ) | Iporanga ( 2 ) | São Paulo ( 2 ) | Eldorado ( 1 ) | iporanga/apiai ( 1 ),petar (parque estadual turistico do alto ribeira) base areado ( 24 ) | petar - parque estadual turistico do alto ribeira nucleo caboclos km 24 ( 19 ) | petar (parque estadual turistico do alto ribeira) nucleo caboclos ( 17 ) | petar - parque estadual turistico do alto ribeira - rodovia sp-165 km 156 s/n zona rural iporanga - sp 18330-000 brasil ( 10 ) | petar - parque estadual turistico do alto ribeira nucleo caboclos trilha pescaria/desmoronada ( 7 ) | petar - parque ecologico turistica alto ribeira ( 3 ),,brazil_sao paulo_petar,,-24.45251142,-48.54216667
43180,gbif_splink,107,,,,,Brazil,São Paulo,Buritizal,serra de buritizal ( 57 ) | serra de buritizal area de cultivo de milho ( 10 ) | serra do buritizal ( 10 ) | serra da buritizal ( 2 ) | serra de buritizal cerrado ( 2 ) | serra buritizal ( 1 ),,brazil_sao paulo_buritizal_serra buritizal,,-20.20621449,-47.7528717
43122,splink,107,,,,,Brazil,São Paulo,Campinas,arie mata de santa genebra ( 74 ) | arie mata de santa genebra trilha central 600m ( 5 ) | arie mata de santa genebra trilha jatoba ( 4 ) | arie mata de santa genebra trilha baroni 300m ( 2 ) | arie mata de santa genebra trilha baroni 200m ( 1 ) | arie mata de santa genebra trilha baroni i ( 1 ),,brazil_sao paulo_campinas_a,,-22.85873456,-47.08552533
43001,splink,107,,,,,Brazil,São Paulo,Cunha,estrada real entre o centro de cunha e o bairro do monjolo ( 99 ) | estrada real entre o centro de cunha e o bairro do monjolo entrada para o aterro da prefeitura ( 8 ),,brazil_sao paulo_cunha_estrada real entre o centro cunha e o bairro monjolo,,-23.07469614,-44.93166155
43524,gbif_reflora_splink,107,,,,,Brazil,São Paulo,Guarulhos,mata da ambev serra do itaberaba vistoria conjunta com ibama ( 48 ) | mata da ambev serra do itaberaba vistoria conjunta com o ibama ( 4 ) | mata da ambev serra do itaberaba ( 3 ) | mata da ambev serra do itaberaba vistoria com o ibama ( 3 ) | mata da ambev ( 1 ) | mata da ambev serra do itaberaba vistoria conjunta com ibama> ( 1 ),,brazil_sao paulo_guarulhos_mata ambev,,-23.459999,-46.529999
43525,gbif_splink,107,,,,,Brazil,São Paulo,Iguape,serra de paranapiacaba rio temivel ( 16 ) | serra de paranapiacaba ( 14 ) | serra da paranapiacaba ( 9 ) | serra do paranapiacaba ( 6 ) | municipio de iguape serra paranapiacaba in tal des temivel ( 2 ) | serra de paranapiacaba  ( 2 ),,brazil_sao paulo_iguape_serra paranapiacaba,,-24.70000071,-47.54999929
43526,gbif_splink,107,,,,,Brazil,São Paulo,Iporanga,morro preto ( 59 ) | morro preto beira do rio ( 1 ),,brazil_sao paulo_iporanga_morro preto,,-24.49781743,-48.55718257
