"Freq","alreadyInGazet","ordemGazet","statusInGazet","alreadyInGazet..status","add","X","source","status","X.1","X.2","X.3","X.4","country","stateProvince","municipality","locality","X.5","loc","loc.correct","meanLatitude","meanLongitude"
29,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Cunha","reserva de cunha",,"brazil_sao paulo_cunha_reserva cunha","",-23.07333325,-44.93666675
29,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","estacao ecologica tupiniquins","ilha queimada pequena",,"brazil_sao paulo_estacao ecologica tupiniquins_ilha queimada pequena","",,
29,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Botucatu ( 4 ) | Cunha ( 3 ) | Porto Feliz ( 3 ) | Itararé ( 1 )","estrada municipal km 25 s/n zona rural ribeirao grande - sp 18315-000 brasil ( 11 ) | estrada municipal mais ou menos a 5 km de vitoriana fazenda gold farm ( 3 ) | estrada municipal km 25 s/n zona rural ribeirao grande - sp 18315-000 brazil ( 2 ) | estrada municipal proximo ao bairro avecuia do alto barranco de estrada ( 2 ) | estrada municipal - sabauna mogi das cruzes - sp 08850-040 brasil ( 1 ) | estrada municipal c 5 km da sede parque estadual da serra do mar ( 1 )",,"brazil_sao paulo_estrada municipal","",-23.0160655714286,-46.9230542857143
29,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Itararé","estrada para a fazenda santa andreia ca 1km da rodovia itapeva - itarare e do rio verde ( 9 ) | estrada para a fazenda santa andreia ca 1km da rodovia itapeva – itarare e do rio verde ( 3 ) | estrada para a fazenda santa andreia ca 1km da rodovia itapeva-itarare e do rio verde ( 3 ) | estrada para a fazenda santa andreia ca 1 km da rodovia itapeva - itarare e do rio verde ( 2 ) | estrada para a faz santa andreia ca 1km da rodovia itapeva - itarare e do rio verde ( 1 ) | estrada para a fazenda santa andreia ca 1 km da rodovia itapeva- itarare e do rio verde  ( 1 )",,"brazil_sao paulo_estrada para a fazenda santa andreia","",-24.1288893333333,-49.323889
29,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Ribeirão Preto ( 3 ) | estrada ribeirao preto-araraquara ( 1 ) | São Paulo ( 1 )","estrada ribeirao preto-araraquara no entroncamento da estrada luis antonio-pradopolis fazenda capao de sta cruz ( 9 ) | estrada ribeirao preto- araraquara no entrocamento da estrada luis antonio- pradopolis fazenda capao de sta cruz ( 4 ) | estrada de ribeirao preto-araraquara no entroncamento da estrada luiz antonio-pradopolis fazenda capao de santa cruz ( 2 ) | estrada ribeirao preto-araraquara - faze no entroncamento da estrada luis antonio-pradopolis ( 2 ) | estrada ribeirao preto-araraquara no entrocamento da estrada luis antonio - pradopolis fazenda cpao da santa cruz ( 2 ) | estrada ribeirao preto-araraquara no entrocamento da estrada luis antonio-pradopolis fazenda capao de sta cruz ( 2 )",,"brazil_sao paulo_estrada ribeirao preto araraquara","",,
29,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Biritiba Mirim ( 28 )","estrada do sertaozinho estrada do shibata area da bacia de acumulacao do rio biritiba mirim ( 11 ) | estrada do sertaozinho estrada do shibata borda de mata area proxima ao eixo da bacia de acumulacao do rio biritiba mirim ( 10 ) | estrada do sertaozinho estrada do shibata area proxima ao eixo da bacia de acumulacao do rio biritiba mirim ( 3 ) | estrada do sertaozinho estrada do shibata ( 2 ) | estrada do sertaozinho estrada do shibata borda de mata area proximo ao eixo da bacia de acumulacao do rio biritiba mirim ( 2 ) | estrada sertaozinho sao sebastiao sp br ( 1 )",,"brazil_sao paulo_estrada sertaozinho","",,
29,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Capivari ( 27 ) | parelheiros ( 1 ) | São Paulo ( 1 )","fazenda da sabesp ao final da estrada do capivara trilha a margem do rio capivari ( 8 ) | fazenda da sabesp ao final da estrada do capivara ( 4 ) | fazenda da sabesp ao final da estrada do capivari trilha a margem do rio capivari ( 3 ) | fazenda da sabesp ao final da estrada do capivara encosta na margem esquerda do rio capivari ( 2 ) | fazenda da sabesp ao final da estrada do capivara ilhota do rio capivari ( 2 ) | fazenda da sabesp - margem do rio capiva ao final da estrada do capivara trilha a margem do rio ( 1 )",,"brazil_sao paulo_fazenda sabesp","",-23.955556,-46.680278
29,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Ubarana","fazenda santa palmira rodovia vicinal ubarana-santa luzia ( 12 ) | faz santa palmira rodovia vicinal ubarana- santa luzia ( 3 ) | fazenda santa palmira rodovia vicinal ubarana - santa luzia ( 3 ) | faz santa palmira rodovia vicinal ubarana - santa luzia ( 2 ) | faz santa palmira rodovia vicinal ubarana-santa luzia ( 2 ) | fazenda santa palmira rodovia vicianl ubarana- santa luzia ( 2 )",,"brazil_sao paulo_fazenda santa palmira","",-21.1662072068966,-49.7472413103448
29,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Itirapina ( 1 ) | São Paulo ( 1 )","florestal ( 22 ) | florestal - s paulo ( 2 ) | florestal sao paulo ( 2 ) | est da capital inst florestal ( 1 ) | est experimental do inst florestal ( 1 ) | mun florestal sitio recanto propriedade do sr alteres bertolo ( 1 )",,"brazil_sao paulo_florestal","",,
29,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Guapiara","fazenda sao geronimo",,"brazil_sao paulo_guapiara_fazenda sao geronimo","",-24.2928045555556,-48.5689825555556
29,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Guarulhos","cabucu proximo ao sitio b jacutinga ( 15 ) | cabucu sitio do banco jacutinga ( 5 ) | cabucu proximo ao sitio b jacutinga s23°24'46"""" w46°31'53"""" 740msm ( 2 ) | cabucu acampamento mackenzie area em declive com brejo (parte baixa) e campo sujo de cerrado com invasoras (parte alta) ( 1 ) | cabucu acampamento mackenzie area em declive com brejo na parte mais baixa e de campo sujo de cerrado na parte mais elevada com subosque invadido por capim gordura (melinis minutiflora p beauv) e sape (imperata brasiliensis trint) ( 1 ) | cabucu acampamento mackenzie mata residual secundaria em pequeno vale com dossel relativamente continuo ( 1 )",,"brazil_sao paulo_guarulhos_cabucu","",-23.41319735,-46.5300579
29,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Itararé","nativo a 15km ao sul de itarare na rodovia do horto-florestal ( 3 ) | 27 km ao sw de itarare na rodovia do horto florestal ( 2 ) | a 15km sul de itarare na rodovia do horto florestal em campo rupestre com afloracoes rochosas ( 2 ) | nativo a 15 km ao sul de itarare na rodovia do horto florestal ( 2 ) | nativo a 25 km ao sul de itarare na rodovia do horto florestal ( 2 ) | nativo a 27km ao sul de itarare na rodovia horto florestal ( 2 )",,"brazil_sao paulo_itarare_na rodovia horto florestal","",-24.1141634,-49.3405956
29,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","José Bonifácio","fazenda santa clara ( 17 ) | fazenda santa clara entre corregos jacare-fartura proximo da divisa entre municipio jaci-nova alianca ( 2 ) | fazenda santa clara entre corregos jacare-fartura proximo da divisa entre municipios jaci-nova alianca margem da mata ciliar ( 2 ) | fazenda santa clara entre corrego jacare-fartura proximo da divisa entre jaci-nova alianca margem de mata ciliar ( 1 ) | fazenda santa clara entre corregos jacare -fartura proximo da divisa entre municipios jaci-nova alianca ( 1 ) | fazenda santa clara entre corregos jacare -fartura proximo da divisa entre municipios jaci-nova alianca margem da mata ciliar ( 1 )",,"brazil_sao paulo_jose bonifacio_fazenda santa clara","",-21.0652775833333,-49.6959722083333
29,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Tietê","mata as margens do rio capivari a beira de estrada de terra a partir de usina ( 17 ) | mata as margens do rio capivari a beira da estrada de terra a partir da usina ( 3 ) | mata as margens do rio capivari a beira da estrada de terra a partir de usina ( 3 ) | mata as margens do rio capivari a beira da estrada a partir da usina ( 1 ) | mata as margens do rio capivari a beira da estrada de terra a partir de usina em afloramento rochoso ( 1 ) | mata as margens do rio capivari a beira da estrada de terra a partr de usina ( 1 )",,"brazil_sao paulo_mata as margens rio capivari","",-23.1019,-47.7147
29,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","","mata atlantica ( 28 ) | mata de atlantica sp carlhos botelho cb: a3-07 ( 1 )",,"brazil_sao paulo_mata atlantica_mata atlantica","",,
29,FALSE,,,,,,"splink",,,,,,"Brazil","São Paulo","Mogi das Cruzes","c de souza apa varzea estrada do afia faca campo antropico solo seco ( 16 ) | c de souza apa varzea estrada do afia faca campo antropico ( 10 ) | c de souza apa varzea estrada do afia faca campo antropico local seco ( 1 ) | c de souza apa varzea estrada do afia faca campo antropico solo argiloso local ensolarado ( 1 ) | c de souza apa varzea estrada do afia faca campo antropico solo seco arenoso local ensolarado ( 1 )",,"brazil_sao paulo_mogi cruzes_estrada afia faca campo antropico","",-23.5285833333333,-46.1798565
29,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Mombuca","mata do pinheiro usina rosana ( 14 ) | mata do pinheiro dentro de area agricola com cerca de 180 hectares pertencente a cosan ( 6 ) | mata do pinheiro dentro de area agricola com cerca de 180 hectares pertencentes a cosan ( 4 ) | mata do pinheiro usina rosana 22924245 -47662830 ( 2 ) | mata do pinheiro ( 1 ) | mata do pinheiro -22926411 / 47659933 ( 1 )",,"brazil_sao paulo_mombuca_mata pinheiro","",,
29,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","","mun angatuba faz boa vista 3-4 km e de estacao eng hermilo campo limpo ( 4 ) | mun: de iepe: fazenda c a p i at ""lagoa da cima"" 2 km due n of the rio paranapanema & 7 km e of porto alvorada small lake that has water only when it rains ( 4 ) | mun: de ilhabela parque estadual de ilhabela mata atlantica trilha toca da goteira ( 4 ) | mun: de moji-guacu: ""campos das sete lagos"" fazenda campininha just north of rio moji-guacu 18 km nnw of padua sales ( 4 ) | mun: san roque da farturas|2o complexo da serra da mantiqueira serra dos pocos rodovia sp 342 ca 4 km da divisa com minas gerais mata de encosta seca semi-decidua com mata ciliar e campo encosta terrestre em barranco umido e sombreado da mata da mata ciliar margem do regato proximo da rodovia ( 4 ) | mun salesopolis estacao biologica boraceia/reserva hidrologica do claro-sabesp trail to campos da boraceia ( 2 )",,"brazil_sao paulo_mun","",,
29,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","","munic teodoro sampaio regiao do pontal do paranapanema parque estadual morro do diabo ca 30 km da sede pela trilha corrego 7 de setembro ou rio da onca ou angelim ( 8 ) | munic teodoro sampaio regiao do pontai do paranapanema parque estadual morro do diabo ilhota do tolosa margem direita do rio paranapanema ( 2 ) | munic teodoro sampaio regiao do pontal do paramapanema parque estadual morro do diabo trilha do lago verde proximidades da sede mata latifoliada mesofila tropical seca semidecidua interior da mata terrestre com solo umido sombreado proximo do lago abundante ( 2 ) | munic teodoro sampaio regiao do pontal do paranapanema parque estadual morro do diabo ca 30 km da pela trilha corrego 7 de setembro ou rio da onca ou angelim ( 2 ) | munic teodoro sampaio regiao do pontal do paranapanema parque estadual morro do diabo ca 30 km da sede pela trilha corrego 7 de setembro ou rio da onca ou angelim mata latifoliada mesofila tropical seca semidecidua epifita sobre tronco de arvore caida margem do rio sombreado pouco abundante ( 2 ) | munic teodoro sampaio regiao do pontal do paranapanema parque estadual morro do diabo ca 30km da sede pela trilha corrego 7 de setembro ou rio da onca ou angelim ( 2 )",,"brazil_sao paulo_munic_parque estadual morro diabo","",,
29,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Palestina","faz ns conceicao ( 8 ) | faz ns da conceicao ( 7 ) | fazenda ns conceicao ( 3 ) | faz nsa da conceicao ( 2 ) | faz nsra da conceicao ( 2 ) | fazenda n s da conceicao nas proximidades do rio piau ( 2 )",,"brazil_sao paulo_palestina_fazenda n","",-20.3899999444444,-49.4305093333333
29,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","São Sebastião","parque estadual da serra do mar estrada da limeira floresta ombrofila densa de encosta com perturbacao beira de estrada ( 18 ) | parque estadual da serra do mar estrada da limeira floresta ombrofila densa de encosta com perturbacao; 600msm beira de estrada ( 5 ) | parque estadual da serra do mar estrada de limeira beira de estrada ( 3 ) | parque estadual da serra do mar estrada da limeira parque estadual da serra do mar ( 2 ) | parque estadual da serra do mar estrada da limeira&nf;floresta ombrofila densa de encosta com perturbacao&nf;beira da estrada ( 1 )",,"brazil_sao paulo_parque estadual serra mar estrada limeira","",,
29,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Peruíbe","morro do guarau ( 17 ) | morro do guarau proximidades da serra da jureia ( 11 ) | morro do guarau proximidade da serra da jureia ( 1 )",,"brazil_sao paulo_peruibe_morro guarau","",-24.32,-46.998333
29,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Piracicaba","estrada piracicaba - sao pedro parque ecologico municipal area de restauracao de floresta estacional semidecidual com transicao para floresta ciliar",,"brazil_sao paulo_piracicaba_estrada piracicaba, parque ecologico municipal","",,
29,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Piraju","monte alegre sitio alves rod raposo tavares km 305 ( 19 ) | monte alegre sitio alves rod raposo tavares km 305 vegetacao que circunda o sitio arqueologico ( 2 ) | monte alegre sitio alves rod raposo tavares km 305 vegetacao que circunda o sitio arqueologico que esta sendo pesquisado por d luciana palestrini e equipe do museu paulista ( 2 ) | monte alegre sitio alves rod raposo tavares km 305 vegetacao que circunda o sitio arqueologico que esta sendo pesquiado por d luciana palestrini e equipe do museu paulista ( 1 ) | monte alegre sitio alves rod raposo tavares km 305 vegetacao que circunda o sitio arqueologico que esta sendo pesquisado por d lucia palestrini e equipe do museu paulista ( 1 ) | monte alegre sitio alves rod raposo tavares km 305 vegetacao que circunda o sitio arqueologico que esta sendo pesquisado por d luciana palestrine e equipe do museu paulista ( 1 )",,"brazil_sao paulo_piraju_monte alegre","",-23.19238016,-49.38101808
29,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Santa Isabel","fragmento 18 (tav) contato floresta estacional semidecidual / floresta ombrofila densa",,"brazil_sao paulo_santa isabel_fragmento 18","",-23.3527924137931,-46.214254137931
29,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","São José do Barreiro","parque nacional da serra da canastra serra da casca d' anta mata de galeria solo pedregoso ( 8 ) | parque nacional serra da canastra casca d'anta mata ciliar ( 3 ) | parque nacional da serra da canastra campo limpo ( 2 ) | parque nacional serra da canastra trilha atras da caixa d'agua guarita casca d'anta ( 2 ) | parque nacional serra da canastra trilha para parte alta casca d'anta ( 2 ) | parque nacional da serra da canastra casca d' anta trilha para a caixa d' agua da guaritacampo ( 1 )",,"brazil_sao paulo_sao jose barreiro_parque nacional serra canastra","",,
29,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","São José dos Campos","74 km south of main plaza of sao jose dos campos west side of highway to paraibuna ( 3 ) | 74km south of main plaza of sao jose dos campos west side of highway to paraibuna ( 3 ) | municipio de sao jose dos campos: 74 km south of main plaza of sao jose dos campos west side of highway to paribuna cerrado of trees 3-4m tall spaced 1-10m apart plus scattered shrubs ( 3 ) | 71 km due south & 22 km due east of main plaza of sao jose dos campos; base of slope at head of small valley ( 2 ) | mun sao jose dos campos: 77 km s and 2 km e of center of sao jose dos campos open shrubby cerrado used for pasture burned recently ( 2 ) | municipio de sao jose dos campos: 71 km due south and 22 km due east of main plaza of sao jose des campos base of slope at head of small valle shrubby thick cerrado lightly grazed by horses in some places ( 2 )",,"brazil_sao paulo_sao jose campos_7","",-23.1727731333333,-45.880236
29,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","São Paulo","cultivada no parque do estado e jardim botanico de sao paulo ( 23 ) | cultivada no parque do estado e jardim botanico de sao paulo  ( 1 ) | cultivada no parque do estado e jardim botanico de sao paulo capital ( 1 ) | cultivada no parque do estado e jardim botanico de sao paulo pais de origem desconhecido ( 1 ) | cultivada no parque do estado e jardim botanico de sao paulo sp ( 1 ) | proc: ? cultivada no parque do estado e jardim botanico de sao paulo ( 1 )",,"brazil_sao paulo_sao paulo_cultivada no parque estado e jardim botanico sao paulo","",-23.5414538,-46.6312134
29,FALSE,,,,,,"gbif_reflora_splink",,,,,,"Brazil","São Paulo","São Simão","fazenda aritozina ( 15 ) | faz aritozina ( 8 ) | faz aritozina em cerrado ( 2 ) | fazenda aritozina coordenada calculada ( 2 ) | est de s paulo; faz aritozina ( 1 ) | fazenda aritozina em cerrado ( 1 )",,"brazil_sao paulo_sao simao_fazenda aritozina","",-21.4750272444444,-47.5507545777778
29,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Sete Barras","sete barras s entrance to carlos botelho state park ( 28 ) | s entrance to carlos botelho state park ( 1 )",,"brazil_sao paulo_sete barras_s entrance to carlos botelho state park","",-24.202432,-47.924681
29,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Tapiraí","fazenda quatro barras ( 22 ) | fazenda quatro barras mata atlantica ( 3 ) | fazenda quatro barras  ( 1 ) | fazenda quatro barras mata atlantica borda da mata ( 1 ) | fazenda quatro barras mata atlantica borda de mata ( 1 ) | tapirai fazenda quatro barras mata atlantica ( 1 )",,"brazil_sao paulo_tapirai_fazenda quatro barras","",-23.9611993614909,-47.5024
29,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Teodoro Sampaio","trilha da lagoa verde; pq estadual morro do diabo pq estadual morro do diabo ( 14 ) | trilha da lagoa verde; pq estadual morro do diabo ( 3 ) | trilha do morro; pq estadual morro do diabo ( 3 ) | pq estadual morro do diabo ( 2 ) | brasil sao paulo teodoro sampaio trilha do morro; pq estadual morro do diabo ( 1 ) | brasil sp teodoro sampaiotrilha da lagoa verde; pq estadual morro do diabo ( 1 )",,"brazil_sao paulo_teodoro sampaio_estadual morro diabo","",,
29,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","São José do Barreiro","trilha do ouro travessia spxrj parna serra da bocaina ( 10 ) | trilha do ouro trilha do ouro parna serra da bocaina ( 7 ) | trilha do ouro inicio da trilha do ouro parna serra da bocaina ( 6 ) | trilha do ouro parque nacional da bocaina mambucaba beira do rio ( 2 ) | trilha do ouro - parque nacional da bocaina mabuncaba ( 1 ) | trilha do ouro ca 12 km da guarita ibama fazenda das posses floresta ombrofila mista montana ( 1 )",,"brazil_sao paulo_trilha ouro","",-22.7672542230769,-44.6118376730769
29,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Ubatuba","parcela b34 nucleo picinguaba pe serra do mar b341 folha de arbusto px b380 ( 1 ) | parcela b34 nucleo picinguaba pe serra do mar b3410 tronco de arbusto px b378 ( 1 ) | parcela b34 nucleo picinguaba pe serra do mar b3411 tronco de b378 ( 1 ) | parcela b34 nucleo picinguaba pe serra do mar b3412 tronco de arbusto px b379 ( 1 ) | parcela b34 nucleo picinguaba pe serra do mar b3413 liana < 5cm diam px b379 ( 1 ) | parcela b34 nucleo picinguaba pe serra do mar b3414 liana escandente <20 cm diam b380 ( 1 )",,"brazil_sao paulo_ubatuba_parcela b34","",-23.336944,-44.835556
29,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Ubatuba","parcela b58 nucleo picinguaba pe serra do mar b581 liana proxima ao chao e b669 ( 1 ) | parcela b58 nucleo picinguaba pe serra do mar b5810 liana 20cm ( 1 ) | parcela b58 nucleo picinguaba pe serra do mar b5811 rocha argilosa no chao da mata proxima a b664 ( 1 ) | parcela b58 nucleo picinguaba pe serra do mar b5812 tronco em decomposicao ed2 a beira do riacho ( 1 ) | parcela b58 nucleo picinguaba pe serra do mar b5813 rocha proxima a riacho ( 1 ) | parcela b58 nucleo picinguaba pe serra do mar b5814 liana 10cm proxima as rochas do riacho ( 1 )",,"brazil_sao paulo_ubatuba_parcela b58","",-23.336944,-44.835556
29,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Ubatuba","parcela q5 pico do corcovado nucleo santa virgin q51 solo ( 1 ) | parcela q5 pico do corcovado nucleo santa virgin q510 solo ( 1 ) | parcela q5 pico do corcovado nucleo santa virgin q511 solo ( 1 ) | parcela q5 pico do corcovado nucleo santa virgin q512 tronco de arvore ( 1 ) | parcela q5 pico do corcovado nucleo santa virgin q513 tronco de arvore ( 1 ) | parcela q5 pico do corcovado nucleo santa virgin q514 tronco de arbusto ( 1 )",,"brazil_sao paulo_ubatuba_parcela q5","",-23.448056,-45.192778
29,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Vinhedo","rodovia anhanguera sitio santa cecilia ( 4 ) | rodovia anhanguera km 74 sentido capital / interior sitio do marcel ( 2 ) | rodovia anhanguera km 74 sentido sao paulo/interior sitio santa cecilia ( 2 ) | rod anhanguera km 74 sentido sao paulo / interior sitio do marcel ( 1 ) | rod anhanguera km 74 sentido sao paulo/ interior sitio do marcel borda de cerradao ( 1 ) | rodovia anhanguera km 74 borda de mata ( 1 )",,"brazil_sao paulo_vinhedo_rodovia anhanguera","",-23.0299508333333,-46.9708841666667
29,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Iguape","estacao ecologica jureia-itatins serra dos itatins mata alta bem preservada com dossel irregular ( 12 ) | estacao ecologica jureia-itatins alto da serra dos itatins encosta voltada para o mar mata alta bem preservada com dossel irregular ( 7 ) | estacao ecologica jureia-itatins alto da serra dos itatins mata alta bem preservada com dossel irregular ( 6 ) | estacao ecologica jureia-itatins serra do itatins mata alta bem preservada com dossel irregular ( 4 )",,"brazil_sao paulo_iguape_estacao ecologica jureia itatins, mata alta bem preservada","brazil_sao paulo_iguape_eec jureia itatins",-24.366667,-47.333333
29,FALSE,,,,,,"gbif_reflora_splink",,,,,,"Brazil","São Paulo","Jundiaí","serra do japi beira de estrada chegando proximo a guarita da gm do dae ( 4 ) | serra do japi alto da serra beira da estrada ( 3 ) | serra do japi alto da serra beira de estrada ( 3 ) | serra do japi beira de estrada ( 3 ) | serra do japi beira de estrada area do dae depois da guarita gm depois do plato com campo ( 3 ) | serra do japi beira de estrada area do dae depois da guarita gm ( 2 )",,"brazil_sao paulo_jundiai_serra japi, beira estrada","brazil_sao paulo_jundiai_serra japi",-23.204460751634,-46.9358169869281
29,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Matão","fazenda cambuhy - mata da virginia ( 10 ) | fazenda cambuhy - mata da virginia em bordadura ( 6 ) | fazenda cambuhy - mata da virginia em area de bordadura ( 4 ) | fazenda cambuhy - mata da virginia coleta feita proximo a nascente (local umido) ( 2 ) | fazenda cambuhy - mata da virginia em bordadura proximo a cursos d'agua ( 2 ) | fazenda cambuhy - mata da virginia prox curso d´agua (divisa com sitios) ( 2 )",,"brazil_sao paulo_matao_fazenda cambuhy, mata virginia","brazil_sao paulo_matao_fazenda cambuhy",-21.6,-48.36
28,FALSE,,,,,,"reflora",,,,,,"Brazil","","inaj","reserva biol gica de serra negra ( 23 ) | floresta reserva biol gica de serra negra ( 3 ) | km 47 na estrada placa-ibimirim ( 1 ) | reserva municipal de inaja ( 1 )",,"brazil_NA_inaj","",,
28,FALSE,,,,,,"reflora",,,,,,"Brazil","","lagoinha ( 16 ) | delfino ( 1 )","16km north west of lagoinha (which is 55km sw of delfino) on side road to minas do mimoso ( 6 ) | 16 km north west of lagoinha (55 km sw of delfino) on side road to minas do mimoso ( 4 ) | 16km n west of lagoinha (55km sw of delfino) on side road to minas do mimoso ( 4 ) | 16km north west of lagoinha (55km sw of delfino) on side road to minas do mimoso ( 4 ) | 22 km north west of lagoinha (which is 55 km sw of delfino) on side road to minas do mimoso ( 2 ) | 28 km north west of lagoinha (which is 55 km sw of delfino) on side road to minas do mimoso ( 2 )",,"brazil_NA_NA_on side road to minas mimoso","",,
28,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Paulo de Faria","10 km da cidade em direcao a riolandia fazenda figueira ( 22 ) | 10 km da cidade em direcao a riolandia mata ciliar com brejo adjacente fazenda figueira ( 6 )",,"brazil_sao paulo_10 km cidade em direcao a riolandia","",,
28,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Angatuba","instituto florestal de sp ( 16 ) | instituto florestal de sp floresta de angatuba ( 7 ) | instituto florestal de sp in cerrado ( 1 ) | instituto florestal de sp in dense low cerrado ( 1 ) | instituto florestal de sp in fairly sparse cerrado ( 1 ) | instituto florestal de sp in low sparse grassy cerrado ( 1 )",,"brazil_sao paulo_angatuba_instituto florestal sp","",-23.4464636923077,-48.4205793846154
28,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Apiaí","bresil apiahy apiai sao paulo sudeste brasil america do sul ( 5 ) | bresil apiai sao paulo sudeste brasil america do sul ( 5 ) | bresil prov de sao paulo apiahy apiai sao paulo sudeste brasil america do sul ( 2 ) | bresil: apiahy apiai sao paulo sudeste brasil america do sul ( 2 ) | bresil: prov de sao paulo apiai sao paulo sudeste brasil america do sul ( 2 ) | bresil apiahy morro del ovo apiai sao paulo sudeste brasil america do sul ( 1 )",,"brazil_sao paulo_apiai_bresil","",,
28,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Assis","estacao experimental ( 17 ) | estacao experimental instituto florestal ( 3 ) | estacao experimental cultivada ( 2 ) | estacao experimental cabeceira do rio palmitalzinho subosque de eucaliptos ( 1 ) | estacao experimental insituto florestal ( 1 ) | estacao experimental instituto florestal instituto florestal ( 1 )",,"brazil_sao paulo_assis_estacao experimental","",-22.66,-50.41
28,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Biritiba Mirim","bacia de acumulacao do rio biritiba mirim estrada do sertaozinho-shibata ( 14 ) | bacia de acumulacao do rio biritiba-mirim estrada do sertaozinho-shibata ( 4 ) | bacia de acumulacao do rio biritiba-mirim estrada sertaozinho-shibata ( 4 ) | estrada sertaozinho-shibata planicie de inundacao do rio biritiba mirim ( 2 ) | bacia da acumulacao do rio biritiba mirim estrada do sertaozinho-shibata ( 1 ) | bacia de acumulacao do rio biritiba mirim estrada sertaozinho-shibata ( 1 )",,"brazil_sao paulo_biritiba mirim_estrada sertaozinho shibata","",,
28,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Bom Sucesso de Itararé","estrada bom sucesso de itarare 2 km antes da mineracao sao judas interior de floresta ombrofila mista ( 12 ) | estrada bom sucesso de itarare 2 km antes da mineracao sao judas ( 9 ) | estrada bom sucesso de itarare 2 km antes da mineracao sao judas floresta ombrofila mista borda ( 5 ) | estrada bom sucesso de itarare 2 km antes da mineracao sao judas; floresta ombrofila mista; borda da mata ( 1 ) | estrada bom sucesso de itarare 2 km antes mineracao sao judas ( 1 )",,"brazil_sao paulo_bom sucesso itarare_estrada bom sucesso itarare 2 km antes mineracao sao judas","",-24.3194213,-49.2028913
28,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Botucatu","distrito de rubiao jr jardim botanico ( 6 ) | distrito de rubiao jr a 500 m leste da entrada da fcmbb ( 2 ) | distrito de rubiao jr morro da igreja santo antonio ( 2 ) | distrito de rubiao jr  morro da paroquia de santo antonio ( 1 ) | distrito de rubiao jr a 200 m leste da entrada ( 1 ) | distrito de rubiao jr a 3 km a oeste da fcmbb ( 1 )",,"brazil_sao paulo_botucatu_distrito rubiao jr","",-22.88144925,-48.44124925
28,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Botucatu","em frente aos condominios bella russia e bella turquia jardim palos verdes",,"brazil_sao paulo_botucatu_em frente aos condominios bella russia e bella turquia","",-22.9089038214286,-48.4328969285714
