Código CNUC,Nome,Ato Legal de Criação,Link para o Ato Legal de Criação,Outros atos legais,Link para outros atos legais,Plano de Manejo,Link para Plano de Manejo,Documento de Conselho,Link para Documento de Conselho,Outros Instrumentos de Gestão,Link para outros instrumentos de gestão,Endereço para Correspondência,Telefones,E-mails,UFs abrangidas,Municípios abrangidos,Geocódigo das UFs abrangidas,Geocódigo dos municípios abrangidos,Área da UC conforme ato legal de criação (ha),Área total da UC confome ato legal mais recente (ha),Mapa da UC,Site da UC,Página da UC no CNUC,API UC,Logotipo da UC,Redes Sociais,Número de Visitantes por ano,Programa Projeto Gestão Integrada e Reconhecimento Internacional,Situação
0000.35.0812,ESTAÇÃO ECOLÓGICA DE RIBEIRÃO PRETO,Decreto 20073 de 06/12/1982,https://www.al.sp.gov.br/repositorio/legislacao/decreto/1982/decreto-20073-06.12.1982.html,Recategorização: Decreto 22.691 de 13/09/1984,Recategorização: https://www.al.sp.gov.br/repositorio/legislacao/decreto/1984/decreto-22691-13.09.1984.html,Outros 09 de 23/03/2011,ato legal: chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://smastr16.blob.core.windows.net/fundacaoflorestal/2012/01/DeliberacaoConsema.pdf | documento do Plano de Manejo: https://smastr16.blob.core.windows.net/fundacaoflorestal/2012/01/EERP-Vol-principal.pdf,Não Possui,Sem informação.,Não Possui,Sem informação.,"Rod Prefeito Antonio Duarte Nogueira, km 317, Jd Progresso, Ribeirão Preto, SP - 14031-000",(16) 3637-1939,ecribpreto@fflorestal.sp.gov.br,SÃO PAULO,RIBEIRÃO PRETO (SP),35,3543402,"154,00","154,00",https://cnuc.mma.gov.br/map/14436,Site: https://fflorestal.sp.gov.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/14436,http://cnuc-backend.mma.gov.br/api/v1/uc/14436,Sem informação.,facebook: https://www.facebook.com/rppnrenopolis/?_rdc=1&_rdr# - instagram: https://www.instagram.com/rppnrenopolis/# - youTube: https://www.youtube.com/fazendarenopolis,Sem informação.,Sem informação.,Ativo
0000.00.3671,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LAFIGUEIRA - NATURARTE,Portaria 371 de 30/05/2017,http://sistemas.icmbio.gov.br/site_media/portarias/2017/06/21/Portaria_Lafigueira.pdf,Sem informação.,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,"Rod Padre Aldo Bollini, Cachoeira abaixo, Piracaia, SP - 12970-000",(11) 99266-5292,t.brieu@terra.com.br,SÃO PAULO,PIRACAIA (SP),35,3538600,"33,68","33,68",https://cnuc.mma.gov.br/map/14456,Site: https://fflorestal.sp.gov.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/14456,http://cnuc-backend.mma.gov.br/api/v1/uc/14456,Sem informação.,facebook: https://www.facebook.com/rppnrenopolis/?_rdc=1&_rdr# - instagram: https://www.instagram.com/rppnrenopolis/# - youTube: https://www.youtube.com/fazendarenopolis,Sem informação.,Sem informação.,Ativo
0000.00.1046,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO DO CANTONEIRO,Portaria 116-N de 26/10/1994,http://sistemas.icmbio.gov.br/simrppn/publico/detalhe/411/,Retificação: Portaria 116-N de 29/06/1995,Retificação: http://cnuc-backend.mma.gov.br/api/v1/anexo/atolegal/37002,Não Possui,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,"Bairro da ponte Nova, -, Monteiro Lobato, SP - 12250-000",(21) 5535-1350,rppn.sede@icmbio.gov.br,SÃO PAULO,MONTEIRO LOBATO (SP),35,3531704,"8,70","8,70",https://cnuc.mma.gov.br/map/14467,Site: http://sistemas.icmbio.gov.br/simrppn/publico/detalhe/411/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/14467,http://cnuc-backend.mma.gov.br/api/v1/uc/14467,Sem informação.,facebook: https://www.facebook.com/rppnrenopolis/?_rdc=1&_rdr# - instagram: https://www.instagram.com/rppnrenopolis/# - youTube: https://www.youtube.com/fazendarenopolis,Sem informação.,Sem informação.,Ativo
0000.35.0853,PARQUE ESTADUAL DE VASSUNUNGA,Decreto 52.546 de 26/10/1970,https://www.al.sp.gov.br/repositorio/legislacao/decreto/1970/decreto-52546-26.10.1970.html,Ampliação: Decreto 52.720 de 12/03/1971,Ampliação: https://www.al.sp.gov.br/repositorio/legislacao/decreto/1971/decreto-52720-12.03.1971.html,Resolução 4 de 27/01/2020,ato legal: https://smastr16.blob.core.windows.net/fundacaoflorestal/sites/243/2020/02/resolucao_sima_04_27.01.2020.pdf | documento do Plano de Manejo: https://smastr16.blob.core.windows.net/fundacaoflorestal/sites/243/2020/02/plano-de-manejo-pev.pdf,Não Possui,Sem informação.,Não Possui,Sem informação.,"Rua do Horto, Horto Florestal, São Paulo, SP - 02377-000",(11) 2997-5000,pe.vassununga@fflorestal.sp.gov.br,SÃO PAULO,SANTA RITA DO PASSA QUATRO (SP),35,3547502,"1.484,32","191,00",https://cnuc.mma.gov.br/map/14538,Site: http://www.ambiente.sp.gov.br/parque-vassununga/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/14538,http://cnuc-backend.mma.gov.br/api/v1/uc/14538,Sem informação.,facebook: https://www.facebook.com/rppnrenopolis/?_rdc=1&_rdr# - instagram: https://www.instagram.com/rppnrenopolis/# - youTube: https://www.youtube.com/fazendarenopolis,Sem informação.,Sem informação.,Ativo
0000.35.0817,ESTAÇÃO ECOLÓGICA CHAÚAS,Decreto 12.327 de 26/09/1978,http://www.al.sp.gov.br/norma/?id=49458,Recategorização: Decreto 26719 de 06/02/1987,Recategorização: http://www.al.sp.gov.br/norma/?id=49458,Não Possui,Sem informação.,Resolução 151 de 06/11/2018,http://cnuc-backend.mma.gov.br/api/v1/anexo/atolegal/37099,Não Possui,Sem informação.,"Praça São Benedito, 110, Centro, Iguape, SP - 11920-000",(13) 3841-1287 - (13) 3841-2193,ec.chauas@fflorestal.sp.gov.br,SÃO PAULO,IGUAPE (SP),35,3520301,"2.699,00","2.699,00",https://cnuc.mma.gov.br/map/14540,Site: http://www.ambiente.sp.gov.br/parque-vassununga/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/14540,http://cnuc-backend.mma.gov.br/api/v1/uc/14540,Sem informação.,facebook: https://www.facebook.com/rppnrenopolis/?_rdc=1&_rdr# - instagram: https://www.instagram.com/rppnrenopolis/# - youTube: https://www.youtube.com/fazendarenopolis,Sem informação.,Mosaico Mosaico Litoral de São Paulo - Sítio do Patrimônio Sítio do Patrimônio Reservas do Sudeste da Mata Atlântica,Ativo
0000.35.0820,ESTAÇÃO ECOLÓGICA BANANAL,Decreto 43193 de 03/04/1964,http://www.al.sp.gov.br/norma/?id=48738,Recategorização: Decreto 26890 de 12/03/1987 - Recategorização: Decreto 26890 de 12/03/1987,Recategorização: http://www.al.sp.gov.br/norma/?id=48738 - Recategorização: http://www.al.sp.gov.br/norma/?id=48738,Resolução 53 de 14/06/2022,ato legal: https://smastr16.blob.core.windows.net/fundacaoflorestal/sites/243/2022/07/resolucaosima053_2022.pdf | documento do Plano de Manejo: https://smastr16.blob.core.windows.net/fundacaoflorestal/sites/243/2022/07/plano_de_manejo_ee_bananal.pdf,Não Possui,Sem informação.,Não Possui,Sem informação.,"Estrada do Ariró, Km 15, -, Bananal, SP - 12850-000",(12) 3116-2008,ec.bananal@fflorestal.sp.gov.br,SÃO PAULO,BANANAL (SP),35,3504909,"884,00","884,00",https://cnuc.mma.gov.br/map/14544,Site: http://www.ambiente.sp.gov.br/parque-vassununga/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/14544,http://cnuc-backend.mma.gov.br/api/v1/uc/14544,Sem informação.,facebook: https://www.facebook.com/rppnrenopolis/?_rdc=1&_rdr# - instagram: https://www.instagram.com/rppnrenopolis/# - youTube: https://www.youtube.com/fazendarenopolis,Sem informação.,Mosaico Mosaico Bocaina,Ativo
0000.35.0823,PARQUE ESTADUAL DE PORTO FERREIRA,Decreto 40.991 de 06/11/1962,http://www.al.sp.gov.br/norma/?id=48737,Recategorização: Decreto 26.891 de 12/03/1987,Recategorização: http://www.al.sp.gov.br/norma/?id=48737,Deliberação 27 de 18/07/2006,ato legal: https://www.infraestruturameioambiente.sp.gov.br/fundacaoflorestal/planos-de-manejo/planos-de-manejo-planos-concluidos/plano-de-manejo-pe-porto-ferreira/ | documento do Plano de Manejo: https://www.infraestruturameioambiente.sp.gov.br/fundacaoflorestal/planos-de-manejo/planos-de-manejo-planos-concluidos/plano-de-manejo-pe-porto-ferreira/,Não Possui,Sem informação.,Não Possui,Sem informação.,"Parque Estadual Porto Ferreira, Rodovia SP-215 km 89  Cx. Postal 51, Acesso: Rodovia Anhanguera e Rodovia SP-215, Porto Ferreira, SP - 13660-970",(19) 3581-2319,pe.pferreira@fflorestal.sp.gov.br,SÃO PAULO,PORTO FERREIRA (SP),35,3540705,"611,00","611,00",https://cnuc.mma.gov.br/map/14546,Site: http://www.ambiente.sp.gov.br/parque-porto-ferreira/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/14546,http://cnuc-backend.mma.gov.br/api/v1/uc/14546,Sem informação.,facebook: https://www.facebook.com/rppnrenopolis/?_rdc=1&_rdr# - instagram: https://www.instagram.com/rppnrenopolis/# - youTube: https://www.youtube.com/fazendarenopolis,Sem informação.,Sem informação.,Ativo
0000.35.0825,PARQUE ESTADUAL DAS FURNAS DO BOM JESUS,Decreto 30.591 de 12/10/1989,http://www.al.sp.gov.br/norma/?id=24212,Ampliação: Decreto 31644 de 31/05/1990,Ampliação: https://www.al.sp.gov.br/repositorio/legislacao/decreto/1990/decreto-31644-31.05.1990.html,Não Possui,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,"Av. Orestes Quercia km 0,7, --, Pedregulho, SP - 14470-000",(16) 3171-1118,gabrielhspereira@fflorestal.sp.gov.br,SÃO PAULO,PEDREGULHO (SP),35,3537008,"1.404,00","2.069,00",https://cnuc.mma.gov.br/map/14549,Site: http://www.ambiente.sp.gov.br/parque-porto-ferreira/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/14549,http://cnuc-backend.mma.gov.br/api/v1/uc/14549,Sem informação.,facebook: https://www.facebook.com/rppnrenopolis/?_rdc=1&_rdr# - instagram: https://www.instagram.com/rppnrenopolis/# - youTube: https://www.youtube.com/fazendarenopolis,Sem informação.,Sem informação.,Ativo
0000.35.0852,FLORESTA ESTADUAL EDMUNDO NAVARRO DE ANDRADE,Decreto 46819 de 11/06/2002,https://www.al.sp.gov.br/repositorio/legislacao/decreto/2002/decreto-46819-11.06.2002.html,Sem informação.,Sem informação.,Outros 27 de 18/07/2006,ato legal: https://smastr16.blob.core.windows.net/fundacaoflorestal/2012/01/Del27.pdf | documento do Plano de Manejo: https://smastr16.blob.core.windows.net/fundacaoflorestal/2012/01/indicegeral.PDF,Decreto 096/23 de 01/12/2023,https://smastr16.blob.core.windows.net/legislacao/sites/5/2024/04/RESOLUCAO-SEMIL-096-2023-PAGINA-72.pdf,Não Possui,Sem informação.,"Avenida Navarro de Andrade, Vila Paulista, Rio Claro, SP - 13506-820",(19) 3525-7036,feenarioclaro@fflorestal.sp.gov.br,SÃO PAULO,RIO CLARO (SP) - SANTA GERTRUDES (SP),35,3543907 - 3546702,"2.230,53","2.230,53",https://cnuc.mma.gov.br/map/14860,Site: http://www.ambiente.sp.gov.br/parque-porto-ferreira/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/14860,http://cnuc-backend.mma.gov.br/api/v1/uc/14860,Sem informação.,facebook: https://www.facebook.com/rppnrenopolis/?_rdc=1&_rdr# - instagram: https://www.instagram.com/rppnrenopolis/# - youTube: https://www.youtube.com/fazendarenopolis,Sem informação.,Sem informação.,Ativo
0000.00.4478,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CATADUPA,Portaria 52 de 04/11/2015,http://cnuc-backend.mma.gov.br/api/v1/anexo/atolegal/38604,Sem informação.,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,"Antiga Estrada do Barão, Formoso, São José do Barreiro, SP - 12830-000",(12) 3117-2071 - (12) 3117-2338,lauro@valehoteis.com.br,SÃO PAULO,SÃO JOSÉ DO BARREIRO (SP),35,3549607,"38,18","38,18",https://cnuc.mma.gov.br/map/15266,Site: http://www.ambiente.sp.gov.br/parque-porto-ferreira/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/15266,http://cnuc-backend.mma.gov.br/api/v1/uc/15266,Sem informação.,facebook: https://www.facebook.com/rppnrenopolis/?_rdc=1&_rdr# - instagram: https://www.instagram.com/rppnrenopolis/# - youTube: https://www.youtube.com/fazendarenopolis,Sem informação.,Sem informação.,Ativo
0000.00.4512,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TRAVESSIA,Portaria 112 de 21/10/2014,http://cnuc-backend.mma.gov.br/api/v1/anexo/atolegal/38639,Sem informação.,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,"Retiro dos Barbosas, Capela do Jacu, Lavrinhas, SP - 12760-971",(11) 8135-9179,fernandotavaresdacosta@hotmail.com,SÃO PAULO,LAVRINHAS (SP),35,3526605,"255,00","255,00",https://cnuc.mma.gov.br/map/15300,Site: http://www.ambiente.sp.gov.br/parque-porto-ferreira/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/15300,http://cnuc-backend.mma.gov.br/api/v1/uc/15300,Sem informação.,facebook: https://www.facebook.com/rppnrenopolis/?_rdc=1&_rdr# - instagram: https://www.instagram.com/rppnrenopolis/# - youTube: https://www.youtube.com/fazendarenopolis,Sem informação.,Sem informação.,Ativo
0000.00.4518,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO VERMELHO,Portaria 176 de 26/03/2013,http://cnuc-backend.mma.gov.br/api/v1/anexo/atolegal/38649,Ampliação: Portaria 1027 de 22/12/2021,Ampliação: http://cnuc-backend.mma.gov.br/api/v1/anexo/atolegal/38650,Não Possui,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,"SP 247, SERTÃO DA BOCAINA, Bananal, SP - 12850-000",(24) 3352-1292 - (24) 99858-1577,walter.behr@gmail.com,SÃO PAULO,BANANAL (SP),35,3504909,"55,98","55,98",https://cnuc.mma.gov.br/map/15310,Site: http://www.ambiente.sp.gov.br/parque-porto-ferreira/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/15310,http://cnuc-backend.mma.gov.br/api/v1/uc/15310,Sem informação.,facebook: https://www.facebook.com/rppnrenopolis/?_rdc=1&_rdr# - instagram: https://www.instagram.com/rppnrenopolis/# - youTube: https://www.youtube.com/fazendarenopolis,Sem informação.,Sem informação.,Ativo
0000.35.1692,RDS QUILOMBOS DE BARRA DO TURVO,Lei ordinária 12810 de 21/02/2008,https://www.al.sp.gov.br/repositorio/legislacao/lei/2008/lei-12810-21.02.2008.html,Sem informação.,Sem informação.,Não Possui,Sem informação.,Resolução SMA Nº 128 de 28/09/2018,https://smastr16.blob.core.windows.net/legislacao/2018/10/resolucao-sma-128-2018-processo-ff-253-2018-final_resolucao_instituicao-rds-dos-quilombos-de-barra-do-turvo.pdf,Não Possui,Sem informação.,"Av. Wild José de Souza, 456 - Vila Tupy, Centro, Registro, SP - 11990-000",(13) 2130-4118 - (13) 3821-4494,rdsqbt.rdsba@gmail.com - wagnergp@fflorestal.sp.gov.br,SÃO PAULO,BARRA DO TURVO (SP),35,3505401,"5.826,46","5.826,46",https://cnuc.mma.gov.br/map/15506,Guia de Áreas Protegidas do Estado de São Paulo: https://guiadeareasprotegidas.sp.gov.br/ap/reserva-de-desenvolvimento-sustentavel-quilombos-de-barra-do-turvo/ - Site: http://www.ambiente.sp.gov.br/fundacaoflorestal/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/15506,http://cnuc-backend.mma.gov.br/api/v1/uc/15506,http://cnuc-backend.mma.gov.br/api/v1/ucPubGetLogo/15506,instagram: https://www.instagram.com/rdsquilombosdebarradoturvo/,Sem informação.,Sem informação.,Ativo
0000.00.0041,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATÃO DE COSMÓPOLIS,Decreto 90791 de 09/01/1985,"https://www.planalto.gov.br/cCivil_03/decreto/1980-1989/D90791.htm#:~:text=DECRETO%20N%C2%BA%2090.791%2C%20DE%2009,Paulo%2C%20e%20d%C3%A1%20outras%20provid%C3%AAncias.",Sem informação.,Sem informação.,Não Possui,Sem informação.,Portaria 109 (ICMBio) de 18/10/2012,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/arie-matao-de-cosmopolis/arquivos/arie_matao_de_cosmopolis.pdf,Não Possui,Sem informação.,"NGI ICMBIO IPERÓ - Caixa Postal 217, Centro, Araçoiaba da Serra, SP - 18190-970",(15) 3266-9311,ngi.ipero@icmbio.gov.br,SÃO PAULO,ARTUR NOGUEIRA (SP) - COSMÓPOLIS (SP),35,3503802 - 3512803,"173,05","173,05",https://cnuc.mma.gov.br/map/15588,ARIE Matão de Cosmópolis: https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/arie-matao-de-cosmopolis - Site: ,http://cnuc-backend.mma.gov.br/api/v1/report/uc/15588,http://cnuc-backend.mma.gov.br/api/v1/uc/15588,Sem informação.,instagram: https://www.instagram.com/ngiipero/,Sem informação.,Sem informação.,Ativo
0000.00.0036,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHA AMEIXAL,Decreto 91.889 de 05/11/1985,https://www.planalto.gov.br/ccivil_03/atos/decretos/1985/d91889.html,Sem informação.,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,"RUA DA SAUDADE S/N, Canto do Morro, Iguape, SP - 11920-000",(13) 3841-2692,ngiiguape@icmbio.gov.br,SÃO PAULO,PERUÍBE (SP),35,3537602,"400,00","400,00",https://cnuc.mma.gov.br/map/15590,Site ICMBio ARIE Ilha do Ameixal: https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/marinho/lista-de-ucs/arie-Ilha-do-ameixal - Site: ,http://cnuc-backend.mma.gov.br/api/v1/report/uc/15590,http://cnuc-backend.mma.gov.br/api/v1/uc/15590,Sem informação.,instagram: https://www.instagram.com/ngiipero/,Sem informação.,Mosaico Mosaico Litoral de São Paulo,Ativo
0000.35.4616,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANDEIA,Resolução 13 de 27/04/2023,http://www.imprensaoficial.com.br/Certificacao/Certificador.aspx?link=%2f2023%2fexecutivo+secao+i%2fabril%2f29%2fpag_0111_c5e750d94512357d609d0073ad124728.pdf&pagina=111&data=29/04/2023&caderno=Executivo%20I,Sem informação.,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,"Estrada Sertão da Bocaina, Sitio Colibri, Bananal, SP - 12850-000",(11) 96076-0697,roberto.n.carneiro@candeia.eco.br,SÃO PAULO,BANANAL (SP),35,3504909,"42,75","42,75",https://cnuc.mma.gov.br/map/15828,Site ICMBio ARIE Ilha do Ameixal: https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/marinho/lista-de-ucs/arie-Ilha-do-ameixal - Site: ,http://cnuc-backend.mma.gov.br/api/v1/report/uc/15828,http://cnuc-backend.mma.gov.br/api/v1/uc/15828,http://cnuc-backend.mma.gov.br/api/v1/ucPubGetLogo/15828,instagram: https://www.instagram.com/candeia.reserva/?igshid=MWZjMTM2ODFkZg%3D%3D,Sem informação.,Sem informação.,Ativo
0000.00.0094,FLORESTA NACIONAL DE IPANEMA,Decreto 530 de 20/05/1992,http://www.planalto.gov.br/ccivil_03/decreto/Quadros/1992.htm,Sem informação.,Sem informação.,Portaria 15 de 31/03/2003,ato legal: http://cnuc-backend.mma.gov.br/api/v1/anexo/atolegal/40132 | documento do Plano de Manejo: http://cnuc-backend.mma.gov.br/api/v1/anexo/atolegal/40132/2,Portaria 121 de 14/09/2001,http://cnuc-backend.mma.gov.br/api/v1/anexo/atolegal/40134,Não Possui,Sem informação.,"Rua 21 de Abril, Centro, Araçoiaba da Serra, SP - 18190-970",(15) 3266-9311,ngi.ipero@icmbio.gov.br,SÃO PAULO,ARAÇOIABA DA SERRA (SP) - CAPELA DO ALTO (SP) - IPERÓ (SP),35,3502903 - 3510302 - 3521002,"5.179,00","5.179,00",https://cnuc.mma.gov.br/map/15848,Floresta Nacional de Ipanema: https://www.icmbio.gov.br/flonaipanema/ - Site: www.icmbio.gov.br/flona ipanema,http://cnuc-backend.mma.gov.br/api/v1/report/uc/15848,http://cnuc-backend.mma.gov.br/api/v1/uc/15848,http://cnuc-backend.mma.gov.br/api/v1/ucPubGetLogo/15848,instagram: https://www.instagram.com/flona_ipanema/,12313 (2020) - 40677 (2021) - 44819 (2022) - 46963 (2017) - 49731 (2018) - 50771 (2019),Sem informação.,Ativo
0000.35.4335,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO TAGUAÍBA II,Resolução 144 de 21/12/2021,http://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2021%2fexecutivo+secao+i%2fdezembro%2f22%2fpag_0066_243293f1020b06c6aa0856ad9dd22005.pdf&pagina=66&data=22/12/2021&caderno=E,Sem informação.,Sem informação.,Portaria 143 de 20/05/2024,ato legal: https://doe.sp.gov.br/executivo/secretaria-de-meio-ambiente-infraestrutura-e-logistica/portaria-ff-de-143-2024-20240520113114214323976 | documento do Plano de Manejo: https://smastr16.blob.core.windows.net/fundacaoflorestal/2024/05/PM-RPPN-Sitio-Taguaiba-II.pdf,Não Possui,Sem informação.,Não Possui,Sem informação.,"Rodovia Guarujá - Bertioga, s/nº, km 18,5, Balneario Praia do Perequê, Guarujá, SP - 11446-991",(11) 2060-0556,olivia.fukuda@ignem.com.br,SÃO PAULO,ITANHAÉM (SP),35,3522109,"166,74","166,74",https://cnuc.mma.gov.br/map/16119,Floresta Nacional de Ipanema: https://www.icmbio.gov.br/flonaipanema/ - Site: www.icmbio.gov.br/flona ipanema,http://cnuc-backend.mma.gov.br/api/v1/report/uc/16119,http://cnuc-backend.mma.gov.br/api/v1/uc/16119,Sem informação.,instagram: https://www.instagram.com/flona_ipanema/,Sem informação.,Sem informação.,Ativo
0000.00.0040,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DE SANTA GENEBRA,Decreto 91885 de 05/11/1985,http://www.planalto.gov.br/ccivil_03/Atos/decretos/1985/D91885.html,Sem informação.,Sem informação.,Portaria ICMBio n. 301 de 11 de maio de 2021 de 11/05/2021,ato legal: https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/arie-mata-de-santa-genebra | documento do Plano de Manejo: https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/arie-mata-de-santa-genebra,Portaria ICMBio n. 135 de 15 de dezembro de 2014 de 15/12/2014,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/arie-mata-de-santa-genebra,Não Possui,Sem informação.,"Rua 21 de Abril, Centro, Araçoiaba da Serra, SP - 18190-970",(15) 3266-9311 - (19) 3749-7200,contato.fundacao@fjposantagenebra.sp.gov.br - ngi.ipero@icmbio.gov.br,SÃO PAULO,CAMPINAS (SP) - PAULÍNIA (SP),35,3509502 - 3536505,"251,78","251,78",https://cnuc.mma.gov.br/map/16148,ARIE Mata de Santa Genebra - Fundação José Pedro de Oliveira: https://www.fjposantagenebra.sp.gov.br/ - ARIE Mata de Santa Genebra - ICMBio: https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/unidade-de-conservacao/unidades-de-biomas/mata-atlantica/lista-de-ucs/arie-mata-de-santa-genebra - Site: www.santagenebra.org.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/16148,http://cnuc-backend.mma.gov.br/api/v1/uc/16148,http://cnuc-backend.mma.gov.br/api/v1/ucPubGetLogo/16148,facebook: https://www.facebook.com/matadesantagenebra/ - instagram: https://www.instagram.com/matasantagenebra/ - instagram: https://www.instagram.com/ngiipero/ - youTube: https://www.youtube.com/channel/UCGJb6tAq2GXQ8zDB40wTWZg/featured,1910 (2021) - 6152 (2017) - 8084 (2018) - 8645 (2019),Sem informação.,Ativo
0606.35.4663,ÁREA DE PROTEÇÃO AMBIENTAL DO AVECUIA,Lei ordinária 5.933 de 08/11/2023,https://flip.gazetasp.com.br/edicao/impressa/10257/11-11-2023.html,Sem informação.,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,"Rua Doutor Adhemar de Barros, 340, Centro, Porto Feliz, SP - 18540-073",(15) 3261-9000 - (15) 3262-2618,licenciamento.ambiental@portofeliz.sp.gov.br - secretario.meioambiente@portofeliz.sp.gov.br,SÃO PAULO,PORTO FELIZ (SP),35,3540606,"13.454,00","13.454,00",https://cnuc.mma.gov.br/map/16984,"Página correspondente à APA Avecuia (Lei, anexos, informações, etc.).: https://www.portofeliz.sp.gov.br/apa-avecuia",http://cnuc-backend.mma.gov.br/api/v1/report/uc/16984,http://cnuc-backend.mma.gov.br/api/v1/uc/16984,http://cnuc-backend.mma.gov.br/api/v1/ucPubGetLogo/16984,facebook: https://www.facebook.com/matadesantagenebra/ - instagram: https://www.instagram.com/matasantagenebra/ - instagram: https://www.instagram.com/ngiipero/ - youTube: https://www.youtube.com/channel/UCGJb6tAq2GXQ8zDB40wTWZg/featured,Sem informação.,Sem informação.,Ativo
0000.35.4709,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA VIRGEM,Resolução 097 de 25/10/2022,https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2022%2fexecutivo+secao+i%2foutubro%2f26%2fpag_0066_ae0e3d42900bcdd6d707f326b049eb50.pdf&pagina=66&data=26/10/2022&caderno=Executivo%20I&paginaordenacao=100066,Sem informação.,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,"Estrada Engenheiro Marcilac, altura do 8630, Embura, São Paulo, SP - 04893-000",(11) 99681-9419,leilamatajs@gmail.com,SÃO PAULO,SÃO PAULO (SP),35,3550308,"1,48","1,48",https://cnuc.mma.gov.br/map/16990,Instituto Pedro Matajs: https://www.institutopedromatajs.org.br/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/16990,http://cnuc-backend.mma.gov.br/api/v1/uc/16990,http://cnuc-backend.mma.gov.br/api/v1/ucPubGetLogo/16990,facebook: https://www.facebook.com/matadesantagenebra/ - instagram: https://www.instagram.com/matasantagenebra/ - instagram: https://www.instagram.com/ngiipero/ - youTube: https://www.youtube.com/channel/UCGJb6tAq2GXQ8zDB40wTWZg/featured,Sem informação.,Sem informação.,Ativo
